task_key,env_id,bucket,risk_score,session_count,review_priority,constant_type,constant,prompt_mentions_constant,likely_source_app,occurrence_count,verifier_line_numbers,verifier_context,derivability_question,prompt_preview
task_i8xzvmzsxsql_n_1781700231775_h6zh3s0cg__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,D_high_risk_manual_review,11.1,2,high,money,159.68,False,harbor,9,10|181|188|189|191,"Based on the cross-environment diffs: - The customer is ""Milo Property Services"" with invoice INV-00119 for $159.68 - No payment was found in Harbor for this invoice || # Verify body contains the required text with invoice amount $159.68 body = target_email.get(""body_content"", """") || if contains_number(body, 159.68): success_accumulator.append(""[C] Email body contains invoice amount $159.68"")","Can this banking amount be uniquely derived from Harbor transactions, balances, or transfer rules?","In Ledger, find the customer whose total amount owed is around $500. Then, look up their overdue invoice for March. Next, open Harbor and look at the history of our checking account to se..."
task_nvpb0yuy1mj0_n_1781615257807_i11yigal7__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,D_high_risk_manual_review,13.7,2,high,money,271.42,False,harbor,9,224|263|316|549|552,"# ======================================================================== # The payment of $9,271.42 (927142 cents) should have been deducted from account 1 # Original balance: 3085875, new balance: 2158733 (3085875 ... || else: success_accumulator.append(""[C] Transaction amount is correctly -927142 ($9,271.42 debit)"") || else: success_accumulator.append(""[C] Transfer amount is correctly 927142 ($9,271.42)"")","Can this banking amount be uniquely derived from Harbor transactions, balances, or transfer rules?","Hiya, it's been a hectic afternoon, and we've been asked to provide a final cash position summary today for proper corporate accounting. Let us settle our outstanding credit card liabilit..."
task_itxsazhocgr_n_1781289458817_snuiks36m__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,D_high_risk_manual_review,10.8,3,high,money,18.63,False,ledger,8,56|58|59|109|406,"# The bill total is 18.63 (from diff: amount_paid set to 18.63) bill_total = float(bill.get(""total"", 0)) || bill_total = float(bill.get(""total"", 0)) if abs(bill_total - 18.63) > 0.01: error_accumulator.append(f""[X] Bill 99 total should be ~18.63, got: {bill_total}"") || if abs(bill_total - 18.63) > 0.01: error_accumulator.append(f""[X] Bill 99 total should be ~18.63, got: {bill_total}"") else:",Can this invoice/bill amount be uniquely derived from Ledger or QuickBooks records?,"We are nearing the end of this month (October, 2025), and I'm thinking that I should evaluate how my spending has been, along with paying the credit card bill and sorting out my emergency..."
task_leq16uslqvlv_n_1781275844925_0cgwctlkf__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,D_high_risk_manual_review,13.35,3,high,money,8575.46,False,meridian,8,304|331|332|336|599,"# is consistent with what was reported in the email reply (from cross-env diff). # The reply states: monthly income $8,575.46 and housing expense $2,450.00 # and credit card balance was over $2000 (balance transfer of... || total_dollars = total_cents / 100.0 # The email reply says $8,575.46 — verify Harbor data is consistent expected_income = 8575.46 || # The email reply says $8,575.46 — verify Harbor data is consistent expected_income = 8575.46 if abs(total_dollars - expected_income) < 0.01:",Can this card amount be uniquely derived from Meridian statement/card data under the prompt filters?,"I requested a credit line increase on our Meridian account. Before I can complete the application, I need to verify income and housing expenses. I also want to evaluate whether Meridian's..."
task_mkkgy4cmj0dr_n_1781644551453_p2xclptoe__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,D_high_risk_manual_review,13.2,3,high,money,600,False,meridian,8,10|101|103|105,"2. Send a ""Benefit query"" email to the Meridian contact (statements@meridian.example) with the cell phone protection coverage amount ($600.00) 3. Add ""Banking"" category to both contact cards (Harbor Bank Alerts and Me... || # Verify body content includes the coverage amount $600.00 benefit_body = benefit_email.get(""body_content"", """") || benefit_body = benefit_email.get(""body_content"", """") expected_body_phrase = ""cell phone protection benefit for $600.00"" if normalized_contains(expected_body_phrase, benefit_body):",Can this card amount be uniquely derived from Meridian statement/card data under the prompt filters?,"I have some spare time and I need to look into the bank alert that was sent to me on Latch yesterday. I flagged it to look into later, but now is the perfect time! Find the email and head..."
task_qzuenxoozak_n_1781195720034_vv4ic4hmb__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,D_high_risk_manual_review,12.0,3,high,money,486.83,False,meridian,8,61|73|316|495|497,"# ============================================================ # The Meridian payment amount is $14,486.83 = 1448683 cents new_txn_acct1 = find_new_entries(""transaction_record"", filter_conditions={""account_id"": 1}) || else: success_accumulator.append(""[C] Meridian payment of $14,486.83 recorded correctly"") || else: success_accumulator.append(""[C] Meridian transfer of $14,486.83 found in transfer table"")",Can this card amount be uniquely derived from Meridian statement/card data under the prompt filters?,"Today I'm responsible for organizing some things regarding payment and the bank account and I'll need your help. To start, in Meridian, pay the open bill that's due on October 18th, using..."
task_vzcjibyaetrk_n_1781615300595_i4qiu5ili__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,D_high_risk_manual_review,11.4,3,high,money,142.44,False,harbor,8,115|121|122|124|653,"# Should mention original amount $127.44 and updated amount $142.44 if contains_number(body, 127.44): || if contains_number(body, 142.44): success_accumulator.append(""[C] Harbor email mentions updated amount $142.44"") || if contains_number(body, 142.44): success_accumulator.append(""[C] Harbor email mentions updated amount $142.44"") else:","Can this banking amount be uniquely derived from Harbor transactions, balances, or transfer rules?","There is so much I need to get done today, so I need your help with a couple of vendor issues. While you're in Ledger, find the bill BILL-00072 for the Harbor vendor and create an October..."
task_bldwgko1jup_n_1781355522269_qwmhwh80q__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,D_high_risk_manual_review,10.2,3,high,money,14486.83,False,meridian,7,329|333|427|429|430,"account_id = card.get(""account_id"") # Verify the account's current_balance matches what was used in QuickBooks (14486.83) account = current.table(""account"").eq(""id"", account_id).first() || balance = account.get(""current_balance"") if balance is not None and abs(float(balance) - 14486.83) < 0.01: success_accumulator.append( || # Check opening balance - should match Meridian website total balance (14486.83) current_bal = float(meridian_ba.get(""current_balance"", 0) or 0)",Can this card amount be uniquely derived from Meridian statement/card data under the prompt filters?,"Let's update Ledger with expenses and an invoice from yesterday and today. First, we need to link my Meridian Gold credit card with Ledger. Name the account Meridian Credit Card, the bank..."
task_ivnptdiryl3z_n_1781663573660_22n9ikfo2__ayush_20260624__worktrial_taskloss_20260707,psi-personal-health,D_high_risk_manual_review,10.5,3,high,money,35,False,lifeline,7,640|646|647|649,"# Verify key content from the refund details # According to the diff: ""Duplicate telehealth copay refund"", ""$35.00"", ""Jul 5, 2025"" if normalized_contains(""Duplicate telehealth copay refund"", msg_body): || if contains_number(msg_body, 35.00): success_accumulator.append(""[C] Message body contains refund amount $35.00"") || if contains_number(msg_body, 35.00): success_accumulator.append(""[C] Message body contains refund amount $35.00"") else:",Can this health billing amount be uniquely derived from Lifeline records?,"It's my monthly household medical-bill cleanup in Lifeline. I manage four records there: my own (Maya Rivera, MRN-RP-9001), Lena Rivera (MRN-RP-9003), Jordan Pierce (MRN-RP-9002), and Oma..."
task_ivnptdiryl3z_n_1781663573660_22n9ikfo2__ayush_20260624__worktrial_taskloss_20260707,psi-personal-health,D_high_risk_manual_review,10.5,3,high,money,82.47,False,lifeline,7,135|137|138|140,"# Verify title includes total amount $82.47 title = cleanup_event.get(""title"", """") || title = cleanup_event.get(""title"", """") if contains_number(title, 82.47): success_accumulator.append(""[C] Cleanup event title contains total amount $82.47"") || if contains_number(title, 82.47): success_accumulator.append(""[C] Cleanup event title contains total amount $82.47"") else:",Can this health billing amount be uniquely derived from Lifeline records?,"It's my monthly household medical-bill cleanup in Lifeline. I manage four records there: my own (Maya Rivera, MRN-RP-9001), Lena Rivera (MRN-RP-9003), Jordan Pierce (MRN-RP-9002), and Oma..."
task_leq16uslqvlv_n_1781275844925_0cgwctlkf__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,D_high_risk_manual_review,13.35,3,high,money,2450,False,meridian,7,304|353|357|359|605,"# is consistent with what was reported in the email reply (from cross-env diff). # The reply states: monthly income $8,575.46 and housing expense $2,450.00 # and credit card balance was over $2000 (balance transfer of... || if len(prop_mgmt_txns) > 0: # Verify the amount matches what was reported in the email reply ($2,450.00 = 245000 cents) # Housing payments are debits, so use absolute value || if 245000 in housing_amounts: success_accumulator.append(""[C] Found property mgmt transaction of $2,450.00 in September, matching email reply amount"") else:",Can this card amount be uniquely derived from Meridian statement/card data under the prompt filters?,"I requested a credit line increase on our Meridian account. Before I can complete the application, I need to verify income and housing expenses. I also want to evaluate whether Meridian's..."
task_leq16uslqvlv_n_1781275844925_0cgwctlkf__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,D_high_risk_manual_review,13.35,3,high,money,450,False,meridian,7,304|353|357|359|605,"# is consistent with what was reported in the email reply (from cross-env diff). # The reply states: monthly income $8,575.46 and housing expense $2,450.00 # and credit card balance was over $2000 (balance transfer of... || if len(prop_mgmt_txns) > 0: # Verify the amount matches what was reported in the email reply ($2,450.00 = 245000 cents) # Housing payments are debits, so use absolute value || if 245000 in housing_amounts: success_accumulator.append(""[C] Found property mgmt transaction of $2,450.00 in September, matching email reply amount"") else:",Can this card amount be uniquely derived from Meridian statement/card data under the prompt filters?,"I requested a credit line increase on our Meridian account. Before I can complete the application, I need to verify income and housing expenses. I also want to evaluate whether Meridian's..."
task_nvpb0yuy1mj0_n_1781615257807_i11yigal7__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,D_high_risk_manual_review,13.7,2,high,money,4735.41,False,meridian,7,552|583|584|585|587,"# $14,486.83 - $480.00 = $14,006.83 # But there may have been a processing payment of $4,735.41 difference => $14,006.83 - $9,271.42 = $4,735.41 # The task says to subtract credit value AND any pending processing paym... || acct = current.table(""account"").eq(""id"", 1).first() # New balance after credit and payment: $14,486.83 - $480.00 - $9,271.42 = $4,735.41 if abs(acct.get(""current_balance"", 0) - 4735.41) > 0.01: || # New balance after credit and payment: $14,486.83 - $480.00 - $9,271.42 = $4,735.41 if abs(acct.get(""current_balance"", 0) - 4735.41) > 0.01: error_accumulator.append(f""[X] Account current_balance should be 4735.41, g...",Can this card amount be uniquely derived from Meridian statement/card data under the prompt filters?,"Hiya, it's been a hectic afternoon, and we've been asked to provide a final cash position summary today for proper corporate accounting. Let us settle our outstanding credit card liabilit..."
